daily_rate,hotel_type,is_canceled,days_in_advance,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
94.5,City Hotel,no,55,2016,April,16,12,0,1,2,0,0,0,0,0,A,A,1,No Deposit,0,0,Check-Out,2016-04-13
96.3,City Hotel,no,94,2016,April,16,12,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-04-14
96.3,City Hotel,no,94,2016,April,16,12,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-04-14
96.3,City Hotel,no,94,2016,April,16,12,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-04-14
142,City Hotel,no,14,2016,April,16,15,0,2,2,0,0,0,0,0,D,D,0,No Deposit,0,1,Check-Out,2016-04-17
77.77,City Hotel,no,1,2016,April,16,16,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-04-18
109.8,City Hotel,no,40,2016,April,17,18,1,0,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Check-Out,2016-04-19
151.3,City Hotel,no,61,2016,April,16,16,2,1,3,0,0,0,0,0,F,F,0,No Deposit,0,3,Check-Out,2016-04-19
111,City Hotel,no,1,2016,April,17,18,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-04-19
109,City Hotel,no,0,2016,April,17,19,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-04-20
68.14,City Hotel,no,38,2016,April,17,17,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-04-20
105.3,City Hotel,no,34,2016,April,17,22,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-04-23
119,City Hotel,no,16,2016,April,17,22,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-04-23
94.5,City Hotel,no,37,2016,April,17,23,1,1,2,0,0,0,0,0,A,A,1,No Deposit,0,0,Check-Out,2016-04-25
104,City Hotel,no,1,2016,April,17,23,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-04-25
87.04,City Hotel,no,31,2016,April,17,23,2,1,2,0,0,0,0,0,D,E,0,No Deposit,0,0,Check-Out,2016-04-26
81.2,City Hotel,no,168,2016,April,17,21,2,3,2,0,0,0,0,0,A,A,1,No Deposit,0,1,Check-Out,2016-04-26
118.8,City Hotel,no,35,2016,April,18,24,2,0,2,0,0,0,0,0,D,D,0,No Deposit,0,1,Check-Out,2016-04-26
112.5,City Hotel,no,77,2016,April,18,25,1,1,2,1,0,0,0,0,A,D,4,No Deposit,0,2,Check-Out,2016-04-27
109.8,City Hotel,no,77,2016,April,18,25,1,1,2,0,0,0,0,0,D,D,3,No Deposit,0,1,Check-Out,2016-04-27
131,City Hotel,no,3,2016,April,18,25,1,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-04-28
80.75,City Hotel,no,97,2016,April,18,25,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-04-29
67.15,City Hotel,no,108,2016,April,18,28,0,1,1,0,0,0,0,0,A,A,1,No Deposit,0,0,Check-Out,2016-04-29
106.2,City Hotel,no,45,2016,April,18,28,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-04-29
90,City Hotel,no,127,2016,April,18,28,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-02
80,City Hotel,no,127,2016,April,18,28,1,3,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-02
90,City Hotel,no,127,2016,April,18,28,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-02
90,City Hotel,no,127,2016,April,18,28,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-02
90,City Hotel,no,127,2016,April,18,28,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-02
90,City Hotel,no,127,2016,April,18,28,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-02
90,City Hotel,no,127,2016,April,18,28,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-02
90,City Hotel,no,127,2016,April,18,28,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-02
125,City Hotel,no,4,2016,May,19,1,1,0,1,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-05-02
107.95,City Hotel,no,99,2016,April,18,27,2,4,2,0,0,0,0,0,D,D,0,No Deposit,0,1,Check-Out,2016-05-03
89.25,City Hotel,no,102,2016,May,19,1,2,2,1,0,0,0,0,0,A,A,0,No Deposit,0,2,Check-Out,2016-05-05
138,City Hotel,no,1,2016,May,19,6,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-05-08
80.75,City Hotel,no,95,2016,May,19,6,1,2,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-09
56.47,City Hotel,no,1,2016,May,20,8,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-09
56.47,City Hotel,no,1,2016,May,20,8,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-09
153.15,City Hotel,no,0,2016,May,20,10,0,1,3,0,0,0,0,0,F,F,0,No Deposit,0,0,Check-Out,2016-05-11
158,City Hotel,no,0,2016,May,20,9,1,1,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Check-Out,2016-05-11
95,City Hotel,no,24,2016,May,20,8,2,3,1,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-05-13
95,City Hotel,no,24,2016,May,20,8,2,3,1,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-05-13
132.6,City Hotel,no,77,2016,May,20,10,0,4,2,0,0,0,0,0,D,D,0,No Deposit,0,2,Check-Out,2016-05-14
80.75,City Hotel,no,91,2016,May,20,12,0,3,2,0,0,0,0,0,A,B,1,No Deposit,0,0,Check-Out,2016-05-15
126.9,City Hotel,no,73,2016,May,20,14,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-05-15
80.75,City Hotel,no,196,2016,May,20,12,1,3,2,0,0,0,0,0,A,A,3,No Deposit,0,1,Check-Out,2016-05-16
80.75,City Hotel,no,196,2016,May,20,12,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-05-16
80.75,City Hotel,no,196,2016,May,20,12,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-05-16
80.75,City Hotel,no,196,2016,May,20,12,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-05-16
80.75,City Hotel,no,196,2016,May,20,12,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-16
68.53,City Hotel,no,5,2016,May,21,16,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-05-17
211,City Hotel,no,14,2016,May,21,15,2,0,2,2,0,0,0,0,F,F,0,No Deposit,0,2,Check-Out,2016-05-17
62.73,City Hotel,no,0,2016,May,21,16,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-17
126.9,City Hotel,no,53,2016,May,21,17,0,1,2,0,0,0,0,0,A,F,0,No Deposit,0,1,Check-Out,2016-05-18
98.32,City Hotel,no,5,2016,May,21,16,1,2,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-19
105.3,City Hotel,no,116,2016,May,21,18,0,1,2,0,0,0,0,0,A,F,0,No Deposit,0,1,Check-Out,2016-05-19
98.32,City Hotel,no,4,2016,May,21,15,2,2,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-19
0,City Hotel,no,0,2016,May,21,20,0,0,1,0,0,1,0,0,A,D,0,No Deposit,0,0,Check-Out,2016-05-20
98.32,City Hotel,no,5,2016,May,21,16,1,3,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-05-20
95,City Hotel,no,31,2016,May,21,15,2,4,1,0,0,0,0,0,A,A,1,No Deposit,0,1,Check-Out,2016-05-21
206,City Hotel,no,1,2016,May,21,20,0,1,2,0,0,0,0,0,E,E,0,No Deposit,1,0,Check-Out,2016-05-21
198.9,City Hotel,no,101,2016,May,21,19,0,3,3,0,0,0,0,0,F,F,1,No Deposit,0,2,Check-Out,2016-05-22
173.5,City Hotel,no,23,2016,May,22,22,1,0,2,1,0,0,0,0,D,F,0,No Deposit,0,1,Check-Out,2016-05-23
106.2,City Hotel,no,228,2016,May,22,22,2,0,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-05-24
129,City Hotel,no,14,2016,May,22,23,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,2,Check-Out,2016-05-24
257,City Hotel,no,9,2016,May,21,21,2,2,2,0,0,0,0,0,G,G,0,No Deposit,0,0,Check-Out,2016-05-25
211,City Hotel,no,93,2016,May,22,23,1,2,2,0,0,0,0,0,E,E,1,No Deposit,0,0,Check-Out,2016-05-26
211,City Hotel,no,93,2016,May,22,23,1,2,2,0,0,0,0,0,E,E,1,No Deposit,0,0,Check-Out,2016-05-26
99,City Hotel,no,8,2016,May,22,25,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-05-26
105.11,City Hotel,no,13,2016,May,22,23,1,2,2,1,0,0,0,0,A,D,0,No Deposit,0,2,Check-Out,2016-05-26
90.84,City Hotel,no,27,2016,May,22,22,2,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-05-26
94.25,City Hotel,no,87,2016,May,22,27,0,1,1,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-05-28
129.96,City Hotel,no,73,2016,May,22,25,1,4,2,0,0,0,0,0,D,D,2,No Deposit,0,1,Check-Out,2016-05-30
101.7,City Hotel,no,135,2016,May,22,28,2,1,2,0,0,0,0,0,A,C,0,No Deposit,0,1,Check-Out,2016-05-31
112.33,City Hotel,no,18,2016,May,23,29,2,1,1,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-01
94.5,City Hotel,no,134,2016,May,23,30,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-06-01
89.1,City Hotel,no,38,2016,June,23,1,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-02
119,City Hotel,no,5,2016,June,23,2,0,1,2,0,0,0,0,0,A,G,0,No Deposit,0,0,Check-Out,2016-06-03
120.7,City Hotel,no,14,2016,June,23,2,0,1,1,0,0,0,0,0,D,F,0,No Deposit,0,0,Check-Out,2016-06-03
120,City Hotel,no,2,2016,June,23,2,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-03
143.1,City Hotel,no,110,2016,June,23,3,0,1,2,1,0,0,0,0,A,G,1,No Deposit,0,3,Check-Out,2016-06-04
150,City Hotel,no,110,2016,June,23,3,0,1,2,0,0,0,0,0,D,D,0,No Deposit,0,1,Check-Out,2016-06-04
140.4,City Hotel,no,102,2016,June,23,3,0,1,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Check-Out,2016-06-04
170.33,City Hotel,no,19,2016,June,23,2,0,3,3,0,0,0,0,0,D,E,0,No Deposit,0,1,Check-Out,2016-06-05
93.56,City Hotel,no,15,2016,June,23,2,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-06
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
61.67,City Hotel,no,220,2016,June,23,4,2,1,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,C,1,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,D,1,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
0,City Hotel,no,220,2016,June,23,4,2,1,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
61.67,City Hotel,no,220,2016,June,23,4,2,1,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
73.33,City Hotel,no,220,2016,June,23,4,2,1,2,0,0,0,0,0,A,B,0,No Deposit,0,1,Check-Out,2016-06-07
116.1,City Hotel,no,111,2016,June,24,5,2,0,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-07
109,City Hotel,no,0,2016,June,24,7,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-06-08
110,City Hotel,no,118,2016,June,24,6,1,2,1,0,0,0,0,0,A,D,0,No Deposit,0,0,Check-Out,2016-06-09
121,City Hotel,no,14,2016,June,24,8,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-09
83.85,City Hotel,no,43,2016,June,24,8,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,2,Check-Out,2016-06-09
92.65,City Hotel,no,18,2016,June,24,9,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-06-10
92.65,City Hotel,no,18,2016,June,24,9,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-06-10
109,City Hotel,no,63,2016,June,24,9,0,1,2,0,0,0,0,0,A,A,2,No Deposit,0,1,Check-Out,2016-06-10
109.85,City Hotel,no,3,2016,June,24,7,0,3,1,0,0,0,0,0,D,A,0,No Deposit,0,2,Check-Out,2016-06-10
110.8,City Hotel,no,14,2016,June,24,8,0,4,1,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-12
110.8,City Hotel,no,14,2016,June,24,8,0,4,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-12
92.28,City Hotel,no,106,2016,June,24,8,0,4,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-12
110,City Hotel,no,118,2016,June,24,6,1,5,1,0,0,0,0,0,A,E,1,No Deposit,0,2,Check-Out,2016-06-12
143.1,City Hotel,no,120,2016,June,25,13,1,0,2,1,0,0,0,0,A,D,0,No Deposit,0,4,Check-Out,2016-06-14
79,City Hotel,no,2,2016,June,25,13,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-14
89,City Hotel,no,13,2016,June,25,14,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-06-15
119.5,City Hotel,no,34,2016,June,25,12,2,1,0,2,0,0,0,0,B,B,0,No Deposit,0,1,Check-Out,2016-06-15
119.5,City Hotel,no,34,2016,June,25,12,2,1,2,0,0,0,0,0,B,B,1,No Deposit,0,1,Check-Out,2016-06-15
101.53,City Hotel,no,137,2016,June,25,13,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,2,Check-Out,2016-06-15
150.15,City Hotel,no,102,2016,June,25,12,2,3,3,0,0,0,0,0,D,D,2,No Deposit,0,0,Check-Out,2016-06-17
89.25,City Hotel,no,1,2016,June,25,17,0,1,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-06-18
95.58,City Hotel,no,243,2016,June,26,19,2,0,2,0,0,0,0,0,B,B,0,No Deposit,0,1,Check-Out,2016-06-21
95.58,City Hotel,no,243,2016,June,26,19,2,0,2,0,0,0,0,0,B,B,0,No Deposit,0,1,Check-Out,2016-06-21
89.1,City Hotel,no,48,2016,June,26,21,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-22
89.1,City Hotel,no,59,2016,June,26,20,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-22
76.92,City Hotel,no,50,2016,June,26,22,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-23
76.92,City Hotel,no,50,2016,June,26,22,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-23
168.3,City Hotel,no,39,2016,June,26,21,0,2,1,2,0,0,0,0,F,F,0,No Deposit,0,2,Check-Out,2016-06-23
91.98,City Hotel,no,146,2016,June,26,20,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-06-24
85.5,City Hotel,no,87,2016,June,27,26,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-27
99.9,City Hotel,no,39,2016,June,27,26,2,0,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-28
134.8,City Hotel,no,16,2016,June,27,27,1,0,2,1,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-06-28
103.72,City Hotel,no,84,2016,June,27,26,2,1,3,0,0,0,0,0,A,D,5,No Deposit,0,2,Check-Out,2016-06-29
85.5,City Hotel,no,146,2016,June,27,30,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-01
237,City Hotel,no,17,2016,June,27,29,0,2,3,1,0,0,0,0,G,G,0,No Deposit,0,1,Check-Out,2016-07-01
151,City Hotel,no,12,2016,June,27,29,0,2,1,0,0,0,0,0,D,D,0,No Deposit,0,2,Check-Out,2016-07-01
156,City Hotel,no,12,2016,June,27,29,0,2,2,1,0,0,0,0,D,D,0,No Deposit,0,3,Check-Out,2016-07-01
107.1,City Hotel,no,38,2016,July,27,2,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-03
107.1,City Hotel,no,54,2016,July,27,2,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-03
124.2,City Hotel,no,20,2016,June,27,29,0,4,2,0,0,0,0,0,D,D,0,No Deposit,0,0,Check-Out,2016-07-03
146.7,City Hotel,no,107,2016,June,27,28,0,5,3,0,0,0,0,0,D,D,3,No Deposit,0,2,Check-Out,2016-07-03
185.03,City Hotel,no,82,2016,July,27,2,0,1,3,0,0,0,0,0,G,G,0,No Deposit,0,2,Check-Out,2016-07-03
128.7,City Hotel,no,140,2016,July,27,2,1,1,3,0,0,0,0,0,D,D,0,No Deposit,0,3,Check-Out,2016-07-04
92.86,City Hotel,no,0,2016,July,28,3,1,0,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-07-04
88.77,City Hotel,no,140,2016,July,27,2,1,1,2,2,0,0,0,0,B,B,0,No Deposit,0,1,Check-Out,2016-07-04
88.77,City Hotel,no,137,2016,July,27,2,1,1,2,2,0,0,0,0,B,B,0,No Deposit,0,1,Check-Out,2016-07-04
90.95,City Hotel,no,160,2016,June,27,30,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-04
112.5,City Hotel,no,100,2016,July,28,4,1,0,2,0,0,0,0,0,A,A,0,No Deposit,1,1,Check-Out,2016-07-05
267,City Hotel,no,11,2016,July,28,4,1,0,2,3,0,0,0,0,G,G,0,No Deposit,0,3,Check-Out,2016-07-05
71.67,City Hotel,no,138,2016,July,27,2,2,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-06
107.1,City Hotel,no,53,2016,July,28,3,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-06
163.2,City Hotel,no,128,2016,July,27,1,2,4,2,2,0,0,0,0,F,F,0,No Deposit,0,2,Check-Out,2016-07-07
110.46,City Hotel,no,0,2016,July,28,5,0,3,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-08
151,City Hotel,no,4,2016,July,28,6,0,3,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-09
88.01,City Hotel,no,118,2016,July,28,8,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-09
88.01,City Hotel,no,56,2016,July,29,11,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-07-12
105.3,City Hotel,no,57,2016,July,29,12,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-13
121.5,City Hotel,no,97,2016,July,29,12,0,2,2,1,0,0,0,0,A,D,1,No Deposit,0,1,Check-Out,2016-07-14
97.43,City Hotel,no,128,2016,July,29,11,1,2,2,0,0,0,0,0,D,A,2,No Deposit,0,1,Check-Out,2016-07-14
116.32,City Hotel,no,128,2016,July,29,11,1,2,3,0,0,0,0,0,A,D,3,No Deposit,0,2,Check-Out,2016-07-14
137.7,City Hotel,no,94,2016,July,29,13,0,2,3,0,0,0,0,0,D,D,0,No Deposit,0,0,Check-Out,2016-07-15
137.7,City Hotel,no,94,2016,July,29,13,0,2,3,0,0,0,0,0,D,D,0,No Deposit,0,2,Check-Out,2016-07-15
151,City Hotel,no,4,2016,July,29,14,0,1,2,1,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-15
125.1,City Hotel,no,33,2016,July,29,15,0,1,1,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-16
85,City Hotel,no,73,2016,July,29,14,0,3,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-07-17
84.6,City Hotel,no,57,2016,July,30,18,1,0,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-07-19
105.3,City Hotel,no,121,2016,July,29,16,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-19
96,City Hotel,no,81,2016,July,29,16,2,1,2,0,0,0,0,0,A,A,3,No Deposit,0,0,Check-Out,2016-07-19
99,City Hotel,no,0,2016,July,30,20,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-07-21
81.08,City Hotel,no,60,2016,July,30,20,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-21
174.33,City Hotel,no,11,2016,July,30,18,1,2,1,0,0,0,0,0,E,E,0,No Deposit,0,0,Check-Out,2016-07-21
64.25,City Hotel,no,226,2016,July,30,22,0,2,1,0,0,0,0,0,A,D,0,No Deposit,0,0,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,D,0,No Deposit,0,1,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,D,0,No Deposit,0,1,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-24
64.25,City Hotel,no,226,2016,July,30,22,0,2,1,0,0,0,0,0,A,D,0,No Deposit,0,0,Check-Out,2016-07-24
64.25,City Hotel,no,226,2016,July,30,22,0,2,1,0,0,0,0,0,A,D,0,No Deposit,0,0,Check-Out,2016-07-24
64.25,City Hotel,no,226,2016,July,30,22,0,2,1,0,0,0,0,0,A,D,0,No Deposit,0,0,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,D,0,No Deposit,0,1,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,D,0,No Deposit,0,1,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,E,0,No Deposit,0,1,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-24
64.25,City Hotel,no,226,2016,July,30,22,0,2,1,0,0,0,0,0,A,D,0,No Deposit,0,0,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,D,0,No Deposit,0,1,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-24
64.25,City Hotel,no,226,2016,July,30,22,0,2,1,0,0,0,0,0,A,D,0,No Deposit,0,0,Check-Out,2016-07-24
76.5,City Hotel,no,226,2016,July,30,22,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,1,Check-Out,2016-07-24
82.66,City Hotel,no,0,2016,July,30,23,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-07-24
108.11,City Hotel,no,0,2016,July,31,28,0,1,1,0,0,0,0,0,A,A,0,No Deposit,0,0,Check-Out,2016-07-29
